team,name,result,points
Schlagball beschl,528,7.55,862.0
Schlagball beschl,526,8.04,727.0
Schlagball beschl,539,8.45,622.0
Schlagball beschl,532,8.49,612.0
Schlagball beschl,533,8.56,595.0
Schlagball beschl,530,8.58,590.0
,SUM,,4008.0
Powerkids,519,7.89,767.0
Powerkids,522,7.9,765.0
Powerkids,520,8.14,701.0
Powerkids,523,8.24,675.0
Powerkids,525,8.52,605.0
Powerkids,410,9.05,481.0
,SUM,,3994.0
Adler,417,8.15,698.0
Adler,418,8.23,677.0
Adler,419,8.37,642.0
Adler,420,8.46,619.0
Adler,422,8.7,561.0
Adler,416,8.72,557.0
,SUM,,3754.0
Rennmause,524,8.26,670.0
Rennmause,408,8.56,595.0
Rennmause,414,8.67,568.0
Rennmause,413,8.68,566.0
Rennmause,411,8.84,529.0
Rennmause,415,8.89,517.0
,SUM,,3445.0
Kangurus,441,8.49,612.0
Kangurus,442,8.49,612.0
Kangurus,435,8.51,607.0
Kangurus,437,8.57,592.0
Kangurus,436,9.33,421.0
Kangurus,438,9.35,417.0
,SUM,,3261.0
Wolfe,426,8.84,529.0
Wolfe,429,8.85,526.0
Wolfe,431,9.05,481.0
Wolfe,428,9.12,466.0
Wolfe,432,9.21,447.0
Wolfe,433,9.24,440.0
,SUM,,2889.0
Rottach Egern,466,8.48,614.0
Rottach Egern,468,8.79,540.0
Rottach Egern,465,8.9,515.0
Rottach Egern,469,8.99,495.0
Rottach Egern,470,9.78,332.0
Rottach Egern,467,9.9,310.0
,SUM,,2806.0
Gazelle,554,8.95,504.0
Gazelle,553,9.08,475.0
Gazelle,548,9.15,459.0
Gazelle,547,9.19,451.0
Gazelle,552,9.24,440.0
Gazelle,549,9.44,399.0
,SUM,,2728.0
