team,name,result,points
Chilli Willi,624,7.54,831.0
Chilli Willi,627,7.57,823.0
Chilli Willi,633,7.67,795.0
Chilli Willi,625,7.7,787.0
Chilli Willi,631,7.71,785.0
Chilli Willi,629,8.01,706.0
,SUM,,4727.0
Turbotornados,613,7.29,901.0
Turbotornados,616,7.38,875.0
Turbotornados,615,7.76,771.0
Turbotornados,609,7.8,761.0
Turbotornados,614,8.01,706.0
Turbotornados,610,8.07,691.0
,SUM,,4705.0
Wolfe,650,7.59,817.0
Wolfe,646,7.62,809.0
Wolfe,649,7.77,769.0
Wolfe,643,7.81,758.0
Wolfe,645,7.89,737.0
Wolfe,467,8.15,670.0
,SUM,,4560.0
Jahn Powerkids,583,7.62,809.0
Jahn Powerkids,580,7.62,809.0
Jahn Powerkids,585,7.9,734.0
Jahn Powerkids,586,7.92,729.0
Jahn Powerkids,584,7.98,714.0
Jahn Powerkids,582,8.0,708.0
,SUM,,4503.0
Flitzeblitze,602,7.45,856.0
Flitzeblitze,606,7.73,779.0
Flitzeblitze,604,7.8,761.0
Flitzeblitze,600,8.09,685.0
Flitzeblitze,598,8.22,653.0
Flitzeblitze,599,8.39,612.0
,SUM,,4346.0
Bunte Hunde,668,7.34,887.0
Bunte Hunde,673,7.74,777.0
Bunte Hunde,670,7.9,734.0
Bunte Hunde,674,8.36,619.0
Bunte Hunde,671,8.79,519.0
Bunte Hunde,669,9.03,466.0
,SUM,,4002.0
Wirbelwinde,617,7.58,820.0
Wirbelwinde,623,7.75,774.0
Wirbelwinde,620,8.0,708.0
Wirbelwinde,622,8.18,663.0
Wirbelwinde,618,8.75,528.0
Wirbelwinde,619,8.96,481.0
,SUM,,3974.0
Giraffen,651,7.33,890.0
Giraffen,652,8.07,691.0
Giraffen,653,8.11,680.0
Giraffen,656,8.16,668.0
Giraffen,658,9.25,421.0
Giraffen,655,9.41,389.0
,SUM,,3739.0
Gazelle Haidhausen,677,8.27,641.0
Gazelle Haidhausen,675,8.28,638.0
Gazelle Haidhausen,679,8.33,626.0
Gazelle Haidhausen,676,8.47,592.0
Gazelle Haidhausen,683,8.51,583.0
Gazelle Haidhausen,681,8.72,535.0
,SUM,,3615.0
