team,name,result,points
Juniorprofessur fur Kickstart,637,23.0,1690.0
Juniorprofessur fur Kickstart,629,22.0,1440.0
Juniorprofessur fur Kickstart,631,22.0,1440.0
Juniorprofessur fur Kickstart,634,22.0,1440.0
Juniorprofessur fur Kickstart,635,22.0,1440.0
Juniorprofessur fur Kickstart,630,21.0,1210.0
,SUM,,8660.0
Chilli Willi,564,23.0,1690.0
Chilli Willi,565,23.0,1690.0
Chilli Willi,563,22.0,1440.0
Chilli Willi,568,21.0,1210.0
Chilli Willi,570,20.0,1000.0
Chilli Willi,566,19.0,810.0
,SUM,,7840.0
Wilde Pferde,582,23.0,1690.0
Wilde Pferde,586,22.0,1440.0
Wilde Pferde,584,21.0,1210.0
Wilde Pferde,588,20.0,1000.0
Wilde Pferde,585,19.0,810.0
Wilde Pferde,583,19.0,810.0
,SUM,,6960.0
Jahn Speedies Junior 2,590,23.0,1690.0
Jahn Speedies Junior 2,591,22.0,1440.0
Jahn Speedies Junior 2,592,21.0,1210.0
Jahn Speedies Junior 2,595,20.0,1000.0
Jahn Speedies Junior 2,589,19.0,810.0
Jahn Speedies Junior 2,594,17.0,490.0
,SUM,,6640.0
Schnelle Blitze,601,22.0,1440.0
Schnelle Blitze,600,21.0,1210.0
Schnelle Blitze,598,20.0,1000.0
Schnelle Blitze,602,20.0,1000.0
Schnelle Blitze,596,19.0,810.0
Schnelle Blitze,599,19.0,810.0
,SUM,,6270.0
Die Startblock Stipendiaten,627,23.0,1690.0
Die Startblock Stipendiaten,622,21.0,1210.0
Die Startblock Stipendiaten,621,19.0,810.0
Die Startblock Stipendiaten,623,19.0,810.0
Die Startblock Stipendiaten,628,19.0,810.0
Die Startblock Stipendiaten,624,18.0,640.0
,SUM,,5970.0
Manzoschule,620,21.0,1210.0
Manzoschule,610,20.0,1000.0
Manzoschule,611,19.0,810.0
Manzoschule,612,19.0,810.0
Manzoschule,613,19.0,810.0
Manzoschule,617,19.0,810.0
,SUM,,5450.0
Putzbrunner Pagheeras,574,21.0,1210.0
Putzbrunner Pagheeras,576,21.0,1210.0
Putzbrunner Pagheeras,572,19.0,810.0
Putzbrunner Pagheeras,578,19.0,810.0
Putzbrunner Pagheeras,573,18.0,640.0
Putzbrunner Pagheeras,575,18.0,640.0
,SUM,,5320.0
