team,name,result,points
geisenfeld chilli willi,166,7.37,447.0
geisenfeld chilli willi,168,7.88,393.0
geisenfeld chilli willi,161,7.95,385.0
geisenfeld chilli willi,162,7.98,382.0
geisenfeld chilli willi,163,8.05,375.0
geisenfeld chilli willi,164,8.4,340.0
,SUM,,2322.0
wilde pferde,266,7.63,419.0
wilde pferde,268,7.82,399.0
wilde pferde,267,8.05,375.0
wilde pferde,264,8.31,349.0
wilde pferde,265,8.51,329.0
wilde pferde,270,8.74,307.0
,SUM,,2178.0
juniorproffesur fur kickstart kompentenz,250,7.7,412.0
juniorproffesur fur kickstart kompentenz,256,8.25,355.0
juniorproffesur fur kickstart kompentenz,253,8.69,311.0
juniorproffesur fur kickstart kompentenz,251,8.92,290.0
juniorproffesur fur kickstart kompentenz,254,9.02,280.0
juniorproffesur fur kickstart kompentenz,252,9.84,209.0
,SUM,,1857.0
die startblock stipendiaten,261,8.58,322.0
die startblock stipendiaten,260,8.81,300.0
die startblock stipendiaten,258,8.94,288.0
die startblock stipendiaten,259,8.95,287.0
die startblock stipendiaten,262,9.47,240.0
die startblock stipendiaten,257,9.74,217.0
,SUM,,1654.0
