team,name,result,points
Quantenspringer,150,2.88,398.0
Quantenspringer,156,2.8,382.0
Quantenspringer,151,2.71,365.0
Quantenspringer,155,2.67,358.0
Quantenspringer,157,2.61,346.0
Quantenspringer,159,2.56,337.0
,SUM,,2186.0
Adler,232,2.66,356.0
Adler,228,2.63,350.0
Adler,226,2.6,345.0
Adler,230,2.57,339.0
Adler,231,2.43,313.0
Adler,225,2.34,297.0
,SUM,,2000.0
Putzbrunner Panther,268,2.85,392.0
Putzbrunner Panther,263,2.7,363.0
Putzbrunner Panther,270,2.53,332.0
Putzbrunner Panther,265,2.4,308.0
Putzbrunner Panther,267,2.35,299.0
Putzbrunner Panther,262,2.33,295.0
,SUM,,1989.0
Wolfe,234,2.69,361.0
Wolfe,237,2.66,356.0
Wolfe,236,2.46,319.0
Wolfe,241,2.44,315.0
Wolfe,235,2.25,281.0
Wolfe,242,2.22,276.0
,SUM,,1908.0
Kangurus,188,2.83,388.0
Kangurus,182,2.5,326.0
Kangurus,180,2.38,304.0
Kangurus,183,2.35,299.0
Kangurus,184,2.25,281.0
Kangurus,178,2.16,266.0
,SUM,,1864.0
Teilchenbeschleuniger,141,2.75,373.0
Teilchenbeschleuniger,147,2.56,337.0
Teilchenbeschleuniger,143,2.46,319.0
Teilchenbeschleuniger,146,2.44,315.0
Teilchenbeschleuniger,149,2.08,252.0
Teilchenbeschleuniger,144,1.91,224.0
,SUM,,1820.0
Jahn Speedies,100,2.4,308.0
Jahn Speedies,104,2.37,303.0
Jahn Speedies,102,2.33,295.0
Jahn Speedies,107,2.3,290.0
Jahn Speedies,109,2.22,276.0
Jahn Speedies,106,2.07,250.0
,SUM,,1722.0
Manzoschule,164,2.69,361.0
Manzoschule,166,2.47,321.0
Manzoschule,167,2.15,264.0
Manzoschule,160,2.12,259.0
Manzoschule,168,1.92,225.0
Manzoschule,169,1.92,225.0
,SUM,,1655.0
