team,name,result,points
Springende Kangurus,353,10.0,185.0
Springende Kangurus,355,10.0,185.0
Springende Kangurus,357,9.0,166.0
Springende Kangurus,358,9.0,166.0
Springende Kangurus,360,9.0,166.0
Springende Kangurus,362,9.0,166.0
,SUM,,1034.0
TS Jahn Speedies,448,10.0,185.0
TS Jahn Speedies,287,10.0,185.0
TS Jahn Speedies,446,9.0,166.0
TS Jahn Speedies,447,9.0,166.0
TS Jahn Speedies,445,8.0,148.0
TS Jahn Speedies,444,6.0,111.0
,SUM,,961.0
Manzoschule,429,10.0,185.0
Manzoschule,431,10.0,185.0
Manzoschule,432,10.0,185.0
Manzoschule,435,9.0,166.0
Manzoschule,433,6.0,111.0
Manzoschule,434,6.0,111.0
,SUM,,943.0
Adler,389,9.0,166.0
Adler,390,9.0,166.0
Adler,384,8.0,148.0
Adler,385,8.0,148.0
Adler,386,8.0,148.0
Adler,391,8.0,148.0
,SUM,,924.0
Quantensprung,338,9.0,166.0
Quantensprung,333,8.0,148.0
Quantensprung,334,8.0,148.0
Quantensprung,341,8.0,148.0
Quantensprung,339,8.0,148.0
Quantensprung,336,7.0,129.0
,SUM,,887.0
Grunwald,302,11.0,203.0
Grunwald,300,8.0,148.0
Grunwald,298,7.0,129.0
Grunwald,301,6.0,111.0
Grunwald,303,6.0,111.0
Grunwald,299,6.0,111.0
,SUM,,813.0
Turbokids,475,7.0,129.0
Turbokids,477,6.0,111.0
Turbokids,478,6.0,111.0
Turbokids,479,6.0,111.0
Turbokids,476,5.0,92.0
Turbokids,480,5.0,92.0
,SUM,,646.0
