team,name,result,points
Hurdenhopser,696,80.0,485.0
Hurdenhopser,697,70.0,372.0
Hurdenhopser,698,70.0,372.0
Hurdenhopser,695,60.0,267.0
Hurdenhopser,692,50.0,172.0
Hurdenhopser,693,50.0,172.0
,SUM,,1840.0
Jahn Juniors,590,70.0,372.0
Jahn Juniors,591,70.0,372.0
Jahn Juniors,588,60.0,267.0
Jahn Juniors,593,60.0,267.0
Jahn Juniors,594,60.0,267.0
Jahn Juniors,595,60.0,267.0
,SUM,,1812.0
Hohenflieger,699,75.0,428.0
Hohenflieger,704,75.0,428.0
Hohenflieger,700,60.0,267.0
Hohenflieger,701,50.0,172.0
Hohenflieger,703,50.0,172.0
Hohenflieger,702,40.0,89.0
,SUM,,1556.0
