team,name,result,points
Jahn Juniors,591,870.0,782.0
Jahn Juniors,590,790.0,627.0
Jahn Juniors,593,760.0,572.0
Jahn Juniors,596,730.0,519.0
Jahn Juniors,597,730.0,519.0
Jahn Juniors,594,710.0,485.0
,SUM,,3504.0
Hurdenhopser,696,880.0,802.0
Hurdenhopser,695,760.0,572.0
Hurdenhopser,693,720.0,502.0
Hurdenhopser,698,720.0,502.0
Hurdenhopser,692,680.0,435.0
Hurdenhopser,694,490.0,171.0
,SUM,,2984.0
Hohenflieger,699,820.0,684.0
Hohenflieger,704,740.0,537.0
Hohenflieger,700,670.0,419.0
Hohenflieger,703,670.0,419.0
Hohenflieger,702,620.0,342.0
Hohenflieger,701,550.0,244.0
,SUM,,2645.0
