team,name,result,points
Master of Health,684,71.0,3399.0
Master of Health,681,66.0,2815.0
Master of Health,678,57.0,1897.0
Master of Health,679,54.0,1630.0
Master of Health,682,53.0,1545.0
Master of Health,683,51.0,1381.0
,SUM,,12667.0
Bunte Hunde,641,61.0,2284.0
Bunte Hunde,642,48.0,1152.0
Bunte Hunde,643,48.0,1152.0
Bunte Hunde,644,46.0,1011.0
Bunte Hunde,639,41.0,695.0
Bunte Hunde,638,32.0,270.0
,SUM,,6564.0
Turbo Tiger,665,52.0,1462.0
Turbo Tiger,658,51.0,1381.0
Turbo Tiger,660,48.0,1152.0
Turbo Tiger,661,42.0,754.0
Turbo Tiger,604,42.0,754.0
Turbo Tiger,659,41.0,695.0
,SUM,,6198.0
Putzbrunner Panther,651,57.0,1897.0
Putzbrunner Panther,654,47.0,1081.0
Putzbrunner Panther,652,44.0,878.0
Putzbrunner Panther,650,42.0,754.0
Putzbrunner Panther,649,40.0,639.0
Putzbrunner Panther,656,40.0,639.0
,SUM,,5888.0
Mini Adler,667,55.0,1717.0
Mini Adler,607,46.0,1011.0
Mini Adler,672,44.0,878.0
Mini Adler,606,42.0,754.0
Mini Adler,671,38.0,533.0
Mini Adler,668,37.0,484.0
,SUM,,5377.0
USC Horizontale Sprunge,695,56.0,1806.0
USC Horizontale Sprunge,687,41.0,695.0
USC Horizontale Sprunge,689,41.0,695.0
USC Horizontale Sprunge,693,41.0,695.0
USC Horizontale Sprunge,696,41.0,695.0
USC Horizontale Sprunge,690,40.0,639.0
,SUM,,5225.0
Manzoschule,717,48.0,1152.0
Manzoschule,715,45.0,943.0
Manzoschule,719,45.0,943.0
Manzoschule,716,43.0,815.0
Manzoschule,720,42.0,754.0
Manzoschule,718,39.0,585.0
,SUM,,5192.0
Hase und Igel,707,48.0,1152.0
Hase und Igel,706,45.0,943.0
Hase und Igel,710,43.0,815.0
Hase und Igel,705,39.0,585.0
Hase und Igel,709,37.0,484.0
Hase und Igel,704,36.0,436.0
,SUM,,4415.0
Jahn Speedies Jun 1,699,41.0,695.0
Jahn Speedies Jun 1,702,39.0,585.0
Jahn Speedies Jun 1,698,38.0,533.0
Jahn Speedies Jun 1,700,37.0,484.0
Jahn Speedies Jun 1,703,36.0,436.0
Jahn Speedies Jun 1,701,34.0,349.0
,SUM,,3082.0
