team,name,result,points
Powerkids,451,6.5,366.0
Powerkids,450,6.0,337.0
Powerkids,452,6.0,337.0
Powerkids,455,6.0,337.0
Powerkids,448,5.5,307.0
Powerkids,456,4.0,220.0
,SUM,,1904.0
Giraffen,402,5.5,307.0
Giraffen,404,5.5,307.0
Giraffen,394,5.0,278.0
Giraffen,398,5.0,278.0
Giraffen,399,5.0,278.0
Giraffen,396,4.5,249.0
,SUM,,1697.0
Bunte Hunde,370,6.0,337.0
Bunte Hunde,365,5.0,278.0
Bunte Hunde,366,5.0,278.0
Bunte Hunde,371,4.5,249.0
Bunte Hunde,367,4.0,220.0
Bunte Hunde,369,3.5,191.0
,SUM,,1553.0
Chilli Willi,347,6.0,337.0
Chilli Willi,344,4.5,249.0
Chilli Willi,348,4.5,249.0
Chilli Willi,352,4.5,249.0
Chilli Willi,345,4.0,220.0
Chilli Willi,349,4.0,220.0
,SUM,,1524.0
Gazelle Haidhausen,373,5.5,307.0
Gazelle Haidhausen,374,4.5,249.0
Gazelle Haidhausen,379,4.5,249.0
Gazelle Haidhausen,375,4.0,220.0
Gazelle Haidhausen,380,3.5,191.0
Gazelle Haidhausen,372,3.0,162.0
,SUM,,1378.0
Longjumpers,421,5.0,278.0
Longjumpers,425,4.5,249.0
Longjumpers,426,4.0,220.0
Longjumpers,428,4.0,220.0
Longjumpers,420,3.5,191.0
Longjumpers,424,3.5,191.0
,SUM,,1349.0
Highjumpers,411,4.0,220.0
Highjumpers,415,4.0,220.0
Highjumpers,412,3.5,191.0
Highjumpers,413,3.0,162.0
Highjumpers,414,3.0,162.0
Highjumpers,416,3.0,162.0
,SUM,,1117.0
Manzoschule,437,4.0,220.0
Manzoschule,441,3.5,191.0
Manzoschule,438,2.0,106.0
Manzoschule,439,2.0,106.0
Manzoschule,440,1.5,78.0
Manzoschule,286,1.5,78.0
,SUM,,779.0
