team,name,result,points
Teilchenbeschleuniger,558,1160.0,1181.0
Teilchenbeschleuniger,549,1060.0,878.0
Teilchenbeschleuniger,550,1010.0,742.0
Teilchenbeschleuniger,552,1000.0,716.0
Teilchenbeschleuniger,555,930.0,546.0
Teilchenbeschleuniger,553,890.0,458.0
,SUM,,4521.0
Springende Kangurus,667,1090.0,965.0
Springende Kangurus,659,1000.0,716.0
Springende Kangurus,662,950.0,592.0
Springende Kangurus,663,900.0,479.0
Springende Kangurus,661,890.0,458.0
Springende Kangurus,660,850.0,377.0
,SUM,,3587.0
Adler,634,1060.0,878.0
Adler,483,980.0,665.0
Adler,641,910.0,501.0
Adler,635,900.0,479.0
Adler,636,900.0,479.0
Adler,637,870.0,416.0
,SUM,,3418.0
Quantenspringer,565,940.0,569.0
Quantenspringer,569,930.0,546.0
Quantenspringer,567,910.0,501.0
Quantenspringer,560,900.0,479.0
Quantenspringer,570,900.0,479.0
Quantenspringer,561,850.0,377.0
,SUM,,2951.0
Manzoschule,686,970.0,641.0
Manzoschule,685,950.0,592.0
Manzoschule,687,910.0,501.0
Manzoschule,690,830.0,339.0
Manzoschule,688,770.0,236.0
Manzoschule,689,570.0,20.0
,SUM,,2329.0
Grundwald,707,880.0,437.0
Grundwald,711,820.0,320.0
Grundwald,709,810.0,303.0
Grundwald,705,780.0,252.0
Grundwald,706,750.0,205.0
Grundwald,710,740.0,191.0
,SUM,,1708.0
